timestamp,cpu_percent,n_python_procs,job_tags,load_avg_1m
2026-09-11T16:06:51,15.4,29,A1.3;B2;other;worker,1.72
2026-09-11T16:07:12,16.8,29,A1.3;B2;other;worker,1.49
2026-09-11T16:07:33,16.9,29,A1.3;B2;other;worker,1.36
2026-09-11T16:07:54,13.8,29,A1.3;B2;other;worker,1.11
2026-09-11T16:08:15,15.8,29,A1.3;B2;other;worker,0.8
2026-09-11T16:08:36,14.1,29,A1.3;B2;other;worker,0.64
2026-09-11T16:08:57,15.3,29,A1.3;B2;other;worker,0.49
2026-09-11T16:09:17,9.9,5,A1.3;other;worker,0.35
2026-09-11T16:09:38,11.6,5,A1.3;other;worker,0.39
2026-09-11T16:09:59,11.7,5,A1.3;other;worker,0.36
2026-09-11T16:10:20,8.9,5,A1.3;other;worker,0.48
2026-09-11T16:10:40,10.7,5,A1.3;other;worker,0.34
2026-09-11T16:11:01,9.2,5,A1.3;other;worker,0.24
2026-09-11T16:11:22,10.4,5,A1.3;other;worker,0.47
2026-09-11T16:11:43,10.3,5,A1.3;other;worker,0.34
2026-09-11T16:12:03,8.8,5,A1.3;other;worker,0.24
2026-09-11T16:12:24,9.4,5,A1.3;other;worker,0.17
2026-09-11T16:12:45,9.2,5,A1.3;other;worker,0.12
2026-09-11T16:13:06,10.1,5,A1.3;other;worker,0.09
2026-09-11T16:13:26,10.2,5,A1.3;other;worker,0.06
2026-09-11T16:13:47,11.2,5,A1.3;other;worker,0.04
2026-09-11T16:14:08,9.5,5,A1.3;other;worker,0.03
2026-09-11T16:14:29,11.0,5,A1.3;other;worker,0.02
2026-09-11T16:14:49,11.0,5,A1.3;other;worker,0.02
2026-09-11T16:15:10,9.7,5,A1.3;other;worker,0.01
2026-09-11T16:15:31,16.3,5,A1.3;other;worker,0.01
2026-09-11T16:15:51,10.0,5,A1.3;other;worker,0.01
2026-09-11T16:16:12,9.3,5,A1.3;other;worker,0.0
2026-09-11T16:16:33,11.2,5,A1.3;other;worker,0.0
2026-09-11T16:16:54,9.5,5,A1.3;other;worker,0.0
2026-09-11T16:17:14,9.1,5,A1.3;other;worker,0.0
2026-09-11T16:17:35,8.7,5,A1.3;other;worker,0.0
2026-09-11T16:17:56,10.0,5,A1.3;other;worker,0.0
2026-09-11T16:18:17,11.3,5,A1.3;other;worker,0.0
2026-09-11T16:18:37,9.7,5,A1.3;other;worker,0.0
2026-09-11T16:18:58,9.3,5,A1.3;other;worker,0.0
2026-09-11T16:19:19,10.6,5,A1.3;other;worker,0.0
2026-09-11T16:19:39,11.4,5,A1.3;other;worker,0.0
2026-09-11T16:20:00,12.9,5,A1.3;other;worker,0.07
2026-09-11T16:20:21,9.1,5,A1.3;other;worker,0.05
2026-09-11T16:20:42,9.1,5,A1.3;other;worker,0.03
2026-09-11T16:21:02,8.9,5,A1.3;other;worker,0.02
2026-09-11T16:21:23,15.1,5,A1.3;other;worker,0.02
2026-09-11T16:21:44,9.2,5,A1.3;other;worker,0.08
2026-09-11T16:22:05,9.1,5,A1.3;other;worker,0.06
2026-09-11T16:22:25,9.2,5,A1.3;other;worker,0.04
2026-09-11T16:23:00,100.0,25,A1.3;other;worker,17.0
2026-09-11T16:23:21,10.1,25,A1.3;other;worker,17.41
2026-09-11T16:23:42,10.1,25,A1.3;other;worker,12.48
2026-09-11T16:24:03,9.0,25,A1.3;other;worker,8.22
2026-09-11T16:24:24,10.1,25,A1.3;other;worker,5.89
2026-09-11T16:24:44,8.9,25,A1.3;other;worker,4.22
2026-09-11T16:25:05,10.5,25,A1.3;other;worker,3.03
2026-09-11T16:25:26,9.8,25,A1.3;other;worker,2.57
2026-09-11T16:25:47,10.6,25,A1.3;other;worker,1.91
2026-09-11T16:26:09,10.0,25,A1.3;other;worker,1.26
2026-09-11T16:26:30,12.9,25,A1.3;other;worker,0.9
2026-09-11T16:26:51,11.2,25,A1.3;other;worker,0.65
2026-09-11T16:27:13,9.9,25,A1.3;other;worker,0.46
2026-09-11T16:27:34,11.4,25,A1.3;other;worker,0.3
2026-09-11T16:27:55,12.2,18,A1.3;other;worker,0.22
2026-09-11T16:28:17,12.4,8,A1.3;other;worker,0.16
2026-09-11T16:28:38,11.0,5,A1.3;other;worker,0.1
2026-09-11T16:28:59,12.1,5,A1.3;other;worker,0.07
2026-09-11T16:29:21,13.4,5,A1.3;other;worker,0.05
2026-09-11T16:29:42,12.1,5,A1.3;other;worker,0.04
2026-09-11T16:30:03,12.7,5,A1.3;other;worker,0.03
2026-09-11T16:30:25,13.1,5,A1.3;other;worker,0.02
2026-09-11T16:30:46,12.9,5,A1.3;other;worker,0.01
2026-09-11T16:31:07,15.0,5,A1.3;other;worker,0.01
2026-09-11T16:31:28,11.2,5,A1.3;other;worker,0.01
2026-09-11T16:31:49,10.2,5,A1.3;other;worker,0.0
2026-09-11T16:32:10,11.0,5,A1.3;other;worker,0.0
2026-09-11T16:32:30,9.9,5,A1.3;other;worker,0.0
2026-09-11T16:32:51,13.8,5,A1.3;other;worker,0.0
2026-09-11T16:33:12,10.9,5,A1.3;other;worker,0.07
2026-09-11T16:33:33,12.9,5,A1.3;other;worker,0.05
2026-09-11T16:33:54,12.2,5,A1.3;other;worker,0.04
2026-09-11T16:34:15,13.3,5,A1.3;other;worker,0.03
2026-09-11T16:34:35,13.0,5,A1.3;other;worker,0.02
2026-09-11T16:34:56,11.1,5,A1.3;other;worker,0.3
2026-09-11T16:35:17,12.5,5,A1.3;other;worker,0.35
2026-09-11T16:35:38,13.5,5,A1.3;other;worker,0.53
2026-09-11T16:35:59,12.2,5,A1.3;other;worker,0.63
2026-09-11T16:36:20,14.6,5,A1.3;other;worker,0.66
2026-09-11T16:36:40,11.8,5,A1.3;other;worker,0.54
2026-09-11T16:37:01,12.6,5,A1.3;other;worker,0.62
2026-09-11T16:37:22,11.5,5,A1.3;other;worker,0.52
2026-09-11T16:37:43,13.4,5,A1.3;other;worker,0.51
2026-09-11T16:38:04,12.5,5,A1.3;other;worker,0.41
2026-09-11T16:38:25,12.9,5,A1.3;other;worker,0.29
2026-09-11T16:38:45,12.3,5,A1.3;other;worker,0.21
2026-09-11T16:39:06,13.5,5,A1.3;other;worker,0.22
2026-09-11T16:39:27,13.1,5,A1.3;other;worker,0.16
2026-09-11T16:39:48,11.5,5,A1.3;other;worker,0.18
2026-09-11T16:40:09,12.3,5,A1.3;other;worker,0.17
2026-09-11T16:40:29,13.3,5,A1.3;other;worker,0.12
2026-09-11T16:40:50,15.1,5,A1.3;other;worker,0.09
2026-09-11T16:41:12,11.6,5,A1.3;other;worker,0.13
2026-09-11T16:41:33,9.4,5,A1.3;other;worker,0.09
2026-09-11T16:41:54,9.9,5,A1.3;other;worker,0.06
2026-09-11T16:42:15,13.9,5,A1.3;other;worker,0.04
2026-09-11T16:42:37,12.0,5,A1.3;other;worker,0.03
2026-09-11T16:42:58,11.4,5,A1.3;other;worker,0.02
2026-09-11T16:43:19,11.7,5,A1.3;other;worker,0.02
2026-09-11T16:43:41,11.4,5,A1.3;other;worker,0.01
2026-09-11T16:44:02,12.0,5,A1.3;other;worker,0.01
2026-09-11T16:44:23,12.5,5,A1.3;other;worker,0.01
2026-09-11T16:44:44,13.6,5,A1.3;other;worker,0.0
2026-09-11T16:45:06,10.5,5,A1.3;other;worker,0.0
2026-09-11T16:45:27,11.4,5,A1.3;other;worker,0.0
2026-09-11T16:45:48,10.3,5,A1.3;other;worker,0.0
2026-09-11T16:46:10,13.3,5,A1.3;other;worker,0.0
2026-09-11T16:46:31,11.6,5,A1.3;other;worker,0.0
2026-09-11T16:46:52,13.3,5,A1.3;other;worker,0.0
2026-09-11T16:47:14,15.2,5,A1.3;other;worker,0.0
2026-09-11T16:47:35,14.2,5,A1.3;other;worker,0.0
2026-09-11T16:47:56,13.3,5,A1.3;other;worker,0.0
2026-09-11T16:48:18,13.3,5,A1.3;other;worker,0.0
2026-09-11T16:48:39,12.1,5,A1.3;other;worker,0.0
2026-09-11T16:49:00,11.7,5,A1.3;other;worker,0.0
2026-09-11T16:49:21,11.7,5,A1.3;other;worker,0.0
2026-09-11T16:49:43,11.2,5,A1.3;other;worker,0.0
2026-09-11T16:50:04,11.9,5,A1.3;other;worker,0.07
2026-09-11T16:50:25,11.6,5,A1.3;other;worker,0.05
2026-09-11T16:50:47,10.4,5,A1.3;other;worker,0.03
2026-09-11T16:51:08,11.1,5,A1.3;other;worker,0.02
2026-09-11T16:51:29,11.8,5,A1.3;other;worker,0.02
2026-09-11T16:51:51,13.6,5,A1.3;other;worker,0.01
2026-09-11T16:52:12,12.0,5,A1.3;other;worker,0.01
2026-09-11T16:52:33,13.0,5,A1.3;other;worker,0.07
2026-09-11T16:52:55,12.7,5,A1.3;other;worker,0.12
2026-09-11T16:53:16,11.7,5,A1.3;other;worker,0.09
2026-09-11T16:53:37,10.9,5,A1.3;other;worker,0.06
2026-09-11T16:53:58,10.9,5,A1.3;other;worker,0.04
2026-09-11T16:54:20,11.8,5,A1.3;other;worker,0.03
2026-09-11T16:54:41,10.5,5,A1.3;other;worker,0.1
2026-09-11T16:55:02,10.0,5,A1.3;other;worker,0.07
2026-09-11T16:55:24,13.8,5,A1.3;other;worker,0.05
2026-09-11T16:55:45,14.6,5,A1.3;other;worker,0.03
2026-09-11T16:56:06,13.2,5,A1.3;other;worker,0.1
2026-09-11T16:56:27,12.6,5,A1.3;other;worker,0.07
2026-09-11T16:56:48,12.8,5,A1.3;other;worker,0.05
2026-09-11T16:57:09,9.7,1,other,0.04
2026-09-11T16:57:30,10.6,1,other,0.02
2026-09-11T16:57:51,8.5,1,other,0.02
2026-09-11T16:58:13,9.9,1,other,0.01
2026-09-11T16:58:34,9.8,1,other,0.01
2026-09-11T16:58:55,10.0,1,other,0.01
2026-09-11T16:59:16,8.3,1,other,0.0
2026-09-11T16:59:37,11.7,1,other,0.0
2026-09-11T16:59:57,3.6,1,other,0.0
2026-09-11T17:00:18,4.1,1,other,0.0
2026-09-11T17:00:39,9.4,1,other,0.13
2026-09-11T17:00:59,7.2,1,other,0.09
2026-09-11T17:01:20,11.9,1,other,0.06
2026-09-11T17:01:41,9.6,1,other,0.04
2026-09-11T17:02:01,10.7,1,other,0.03
2026-09-11T17:02:22,9.2,1,other,0.02
2026-09-11T17:02:43,8.8,1,other,0.02
2026-09-11T17:03:03,9.9,1,other,0.01
2026-09-11T17:03:24,8.5,1,other,0.01
2026-09-11T17:03:45,7.2,1,other,0.08
2026-09-11T17:04:06,6.1,1,other,0.05
2026-09-11T17:04:27,4.8,1,other,0.04
2026-09-11T17:04:48,4.3,1,other,0.03
2026-09-11T17:05:09,3.8,1,other,0.02
2026-09-11T17:05:30,5.0,1,other,0.01
2026-09-11T17:05:51,4.8,1,other,0.01
2026-09-11T17:06:12,7.4,1,other,0.01
2026-09-11T17:06:33,3.8,1,other,0.0
2026-09-11T17:06:54,4.0,1,other,0.0
2026-09-11T17:07:15,9.0,1,other,0.0
2026-09-11T17:07:36,15.2,1,other,0.0
2026-09-11T17:07:57,6.5,1,other,0.0
2026-09-11T17:08:19,7.4,1,other,0.0
2026-09-11T17:08:40,9.6,1,other,0.0
2026-09-11T17:09:01,11.8,1,other,0.0
2026-09-11T17:09:22,10.9,1,other,0.0
2026-09-11T17:09:43,14.9,1,other,0.0
2026-09-11T17:10:04,15.7,1,other,0.0
2026-09-11T17:10:25,12.8,1,other,0.0
2026-09-11T17:10:46,14.5,1,other,0.0
2026-09-11T17:11:07,8.4,1,other,0.0
2026-09-11T17:11:28,10.0,1,other,0.0
2026-09-11T17:11:49,9.6,1,other,0.0
2026-09-11T17:12:10,11.5,1,other,0.0
2026-09-11T17:12:31,9.9,1,other,0.0
2026-09-11T17:12:52,10.2,1,other,0.0
2026-09-11T17:13:13,8.9,1,other,0.0
2026-09-11T17:13:35,8.0,1,other,0.0
2026-09-11T17:13:55,4.7,1,other,0.0
2026-09-11T17:14:16,2.9,1,other,0.0
2026-09-11T17:14:37,5.9,1,other,0.0
2026-09-11T17:14:58,22.0,3,A4A5;other,0.0
2026-09-11T17:15:19,14.2,3,A4A5;other,0.0
2026-09-11T17:15:39,16.5,3,A4A5;other,0.0
2026-09-11T17:16:00,20.7,3,A4A5;other,0.0
2026-09-11T17:16:21,12.2,3,A4A5;other,0.0
2026-09-11T17:16:43,15.2,3,A4A5;other,0.0
2026-09-11T17:17:04,44.9,3,A4A5;other,8.57
2026-09-11T17:17:25,45.4,3,A4A5;other,14.27
2026-09-11T17:17:46,45.1,3,A4A5;other,17.8
2026-09-11T17:18:07,45.2,3,A4A5;other,20.63
2026-09-11T17:18:29,45.9,3,A4A5;other,21.46
2026-09-11T17:18:50,47.1,3,A4A5;other,23.1
2026-09-11T17:19:11,45.6,3,A4A5;other,24.16
2026-09-11T17:19:32,43.5,3,A4A5;other,25.82
2026-09-11T17:19:53,44.4,3,A4A5;other,27.53
2026-09-11T17:20:15,44.4,3,A4A5;other,28.54
2026-09-11T17:20:35,100.0,3,A4A5;other,27.01
2026-09-11T17:20:56,100.0,3,A4A5;other,19.65
2026-09-11T17:21:22,50.9,3,A4A5;other,16.09
2026-09-11T17:21:59,52.4,3,A4A5;other,18.67
2026-09-11T17:22:39,100.0,3,A4A5;other,20.98
2026-09-11T17:23:06,100.0,5,A4A5;B2;other,18.4
2026-09-11T17:23:35,99.9,3,A4A5;other,18.02
2026-09-11T17:24:00,90.9,5,A4A5;other,20.73
2026-09-11T17:24:31,63.0,5,A4A5;B2;other,17.26
2026-09-11T17:25:00,99.9,3,A4A5;other,18.09
2026-09-11T17:25:36,50.0,3,A4A5;other,22.55
2026-09-11T17:26:16,51.3,3,A4A5;other,22.64
2026-09-11T17:26:55,53.3,3,A4A5;other,23.4
2026-09-11T17:27:27,51.3,3,A4A5;other,26.96
2026-09-11T17:28:00,48.5,3,A4A5;other,23.79
2026-09-11T17:28:32,91.2,3,A4A5;other,26.49
2026-09-11T17:28:55,98.3,3,A4A5;other,26.64
2026-09-11T17:29:30,50.3,3,A4A5;other,27.09
2026-09-11T17:29:56,98.0,3,A4A5;other,24.96
2026-09-11T17:30:34,99.5,3,A4A5;other,23.41
2026-09-11T17:30:57,87.4,3,A4A5;other,20.26
2026-09-11T17:31:21,74.8,3,A4A5;other,19.62
2026-09-11T17:31:57,51.7,3,A4A5;other,20.51
2026-09-11T17:32:25,97.3,3,A4A5;other,22.96
2026-09-11T17:33:09,58.3,3,A4A5;other,21.26
2026-09-11T17:33:51,55.2,3,A4A5;other,23.57
2026-09-11T17:34:20,97.7,3,A4A5;other,20.91
2026-09-11T17:35:01,48.8,3,A4A5;other,23.52
2026-09-11T17:35:28,100.0,3,A4A5;other,20.23
2026-09-11T17:35:55,97.9,3,A4A5;other,17.76
2026-09-11T17:36:32,55.7,3,A4A5;other,24.7
2026-09-11T17:37:04,55.1,3,A4A5;other,22.48
2026-09-11T17:37:34,75.3,3,A4A5;other,22.43
2026-09-11T17:38:07,63.5,3,A4A5;other,26.2
2026-09-11T17:38:33,100.0,3,A4A5;other,27.26
2026-09-11T17:39:07,53.5,3,A4A5;other,33.57
2026-09-11T17:39:44,51.6,3,A4A5;other,28.67
2026-09-11T17:40:25,99.2,3,A4A5;other,40.85
2026-09-11T17:41:02,72.3,3,A4A5;other,37.47
2026-09-11T17:41:34,99.5,3,A4A5;other,29.51
2026-09-11T17:42:17,49.1,3,A4A5;other,32.31
2026-09-11T17:43:03,53.4,3,A4A5;other,26.62
2026-09-11T17:43:27,55.7,3,A4A5;other,24.96
2026-09-11T17:43:51,98.6,3,A4A5;other,21.25
2026-09-11T17:44:22,99.9,3,A4A5;other,17.15
2026-09-11T17:44:51,79.2,3,A4A5;other,16.89
2026-09-11T17:45:17,75.0,3,A4A5;other,16.47
2026-09-11T17:45:49,51.7,3,A4A5;other,17.37
2026-09-11T17:46:23,93.6,3,A4A5;other,19.74
2026-09-11T17:47:10,44.3,3,A4A5;other,21.44
2026-09-11T17:47:55,55.7,3,A4A5;other,26.52
2026-09-11T17:48:47,57.0,3,A4A5;other,27.84
2026-09-11T17:49:35,52.0,3,A4A5;other,25.65
2026-09-11T17:50:06,77.4,3,A4A5;other,21.25
2026-09-11T17:50:33,79.6,3,A4A5;other,22.71
2026-09-11T17:51:11,99.5,3,A4A5;other,16.94
2026-09-11T17:51:39,94.4,3,A4A5;other,17.14
2026-09-11T17:52:04,73.4,3,A4A5;other,17.11
2026-09-11T17:52:43,58.1,3,A4A5;other,17.79
2026-09-11T17:53:23,49.0,3,A4A5;other,20.9
2026-09-11T17:53:48,88.4,3,A4A5;other,17.46
2026-09-11T17:54:12,80.1,3,A4A5;other,12.68
2026-09-11T17:54:43,66.2,3,A4A5;other,13.1
2026-09-11T17:55:07,92.8,3,A4A5;other,10.42
2026-09-11T17:55:29,96.4,3,A4A5;other,8.08
2026-09-11T17:55:55,67.7,3,A4A5;other,7.42
2026-09-11T17:56:20,67.7,3,A4A5;other,6.33
2026-09-11T17:56:43,52.3,3,A4A5;other,4.69
2026-09-11T17:57:12,40.4,3,A4A5;other,12.65
2026-09-11T17:57:40,35.1,3,A4A5;other,14.28
2026-09-11T17:58:06,38.3,3,A4A5;other,15.52
2026-09-11T17:58:53,55.2,3,A4A5;other,27.04
2026-09-11T17:59:34,52.0,3,A4A5;other,30.3
2026-09-11T18:00:08,55.1,3,A4A5;other,27.04
2026-09-11T18:00:45,51.8,3,A4A5;other,24.78
2026-09-11T18:01:18,45.6,3,A4A5;other,21.11
2026-09-11T18:02:01,52.5,3,A4A5;other,22.37
2026-09-11T18:02:46,42.6,3,A4A5;other,23.05
2026-09-11T18:03:36,39.5,3,A4A5;other,25.0
2026-09-11T18:03:57,44.3,3,A4A5;other,23.59
2026-09-11T18:04:18,44.8,3,A4A5;other,22.85
2026-09-11T18:04:40,44.3,3,A4A5;other,22.24
2026-09-11T18:05:01,100.0,3,A4A5;other,17.73
2026-09-11T18:05:23,48.2,3,A4A5;other,17.64
2026-09-11T18:05:45,47.5,3,A4A5;other,21.71
2026-09-11T18:06:06,45.7,3,A4A5;other,25.2
2026-09-11T18:06:28,46.5,3,A4A5;other,25.26
2026-09-11T18:06:50,46.7,3,A4A5;other,24.94
2026-09-11T18:07:11,46.2,3,A4A5;other,25.56
2026-09-11T18:07:33,49.2,3,A4A5;other,26.25
2026-09-11T18:07:54,48.0,3,A4A5;other,25.71
2026-09-11T18:08:16,45.9,3,A4A5;other,25.24
2026-09-11T18:08:37,46.9,3,A4A5;other,25.01
2026-09-11T18:08:58,46.0,3,A4A5;other,25.77
2026-09-11T18:09:20,46.0,3,A4A5;other,24.96
2026-09-11T18:09:41,46.7,3,A4A5;other,24.73
2026-09-11T18:10:03,47.6,3,A4A5;other,25.69
2026-09-11T18:10:25,45.5,3,A4A5;other,25.29
2026-09-11T18:10:46,41.0,3,A4A5;other,27.87
2026-09-11T18:11:07,40.5,3,A4A5;other,27.59
2026-09-11T18:11:28,40.6,3,A4A5;other,27.8
2026-09-11T18:11:49,40.8,3,A4A5;other,29.22
2026-09-11T18:12:10,40.6,3,A4A5;other,30.39
2026-09-11T18:12:31,40.9,3,A4A5;other,28.84
2026-09-11T18:12:53,40.9,3,A4A5;other,28.73
2026-09-11T18:13:14,40.3,3,A4A5;other,31.31
2026-09-11T18:13:35,40.7,3,A4A5;other,30.76
2026-09-11T18:13:56,40.1,3,A4A5;other,30.38
2026-09-11T18:14:17,40.5,3,A4A5;other,29.62
2026-09-11T18:14:38,41.1,3,A4A5;other,27.99
2026-09-11T18:14:59,42.2,3,A4A5;other,26.62
2026-09-11T18:15:21,42.2,3,A4A5;other,40.89
2026-09-11T18:15:42,45.9,3,A4A5;other,46.62
2026-09-11T18:16:03,41.3,3,A4A5;other,42.49
2026-09-11T18:16:26,45.1,3,A4A5;other,42.15
2026-09-11T18:16:47,41.8,3,A4A5;other,42.84
2026-09-11T18:17:08,41.3,3,A4A5;other,38.59
2026-09-11T18:17:30,49.2,3,A4A5;other,33.14
2026-09-11T18:17:51,45.6,3,A4A5;other,29.85
2026-09-11T18:18:12,46.2,3,A4A5;other,30.48
2026-09-11T18:18:33,46.3,3,A4A5;other,34.88
2026-09-11T18:18:55,43.6,3,A4A5;other,35.23
2026-09-11T18:19:16,47.9,3,A4A5;other,30.99
2026-09-11T18:19:37,46.8,3,A4A5;other,31.69
2026-09-11T18:19:59,44.7,3,A4A5;other,30.32
2026-09-11T18:20:20,47.0,3,A4A5;other,27.6
2026-09-11T18:20:41,41.9,3,A4A5;other,29.17
2026-09-11T18:21:02,49.9,3,A4A5;other,31.18
2026-09-11T18:21:23,44.1,3,A4A5;other,33.66
2026-09-11T18:21:45,47.2,3,A4A5;other,39.42
2026-09-11T18:22:06,41.0,3,A4A5;other,42.32
2026-09-11T18:22:27,42.7,3,A4A5;other,42.77
2026-09-11T18:22:48,42.7,3,A4A5;other,42.97
2026-09-11T18:23:10,48.5,3,A4A5;other,41.79
2026-09-11T18:23:31,42.1,3,A4A5;other,41.5
2026-09-11T18:23:53,52.2,3,A4A5;other,45.35
2026-09-11T18:24:14,45.3,3,A4A5;other,49.71
2026-09-11T18:24:35,42.2,3,A4A5;other,53.45
2026-09-11T18:24:56,44.4,3,A4A5;other,44.45
2026-09-11T18:25:18,58.0,3,A4A5;other,42.89
2026-09-11T18:25:39,100.0,3,A4A5;other,31.43
2026-09-11T18:26:00,43.7,3,A4A5;other,30.35
2026-09-11T18:26:23,52.0,3,A4A5;other,41.89
2026-09-11T18:26:45,45.8,3,A4A5;other,40.17
2026-09-11T18:27:09,45.1,3,A4A5;other,46.8
2026-09-11T18:27:32,41.4,3,A4A5;other,47.09
2026-09-11T18:27:53,45.5,3,A4A5;other,41.45
2026-09-11T18:28:14,41.0,3,A4A5;other,41.25
2026-09-11T18:28:36,48.2,3,A4A5;other,40.79
2026-09-11T18:28:57,42.4,3,A4A5;other,38.17
2026-09-11T18:29:18,40.9,3,A4A5;other,32.66
2026-09-11T18:29:40,44.5,3,A4A5;other,31.87
2026-09-11T18:30:01,43.2,3,A4A5;other,30.75
2026-09-11T18:30:22,41.1,3,A4A5;other,30.68
2026-09-11T18:30:44,41.3,3,A4A5;other,30.33
2026-09-11T18:31:05,43.3,3,A4A5;other,29.2
2026-09-11T18:31:26,41.3,3,A4A5;other,28.81
