dataset,feature,accuracy,precision,recall,f1,mutual_information
mendeley_hannousse,shortest_word_host,0.6810495626822157,,,0.6806771745475774,0.0738478244125739
mendeley_hannousse,char_repeat,0.6740524781341107,,,0.680022896393818,0.08819377638949
mendeley_hannousse,ratio_digits_url,0.673469387755102,,,0.6534653465346535,0.1020362646838448
mendeley_tan,PctExtHyperlinks,0.8886666666666667,,,0.8876933422999328,0.4694645544898392
mendeley_tan,PctExtResourceUrls,0.7793333333333333,,,0.7535368577810871,0.2938791675531358
mendeley_tan,PctExtNullSelfRedirectHyperlinksRT,0.7793333333333333,,,0.7257663628831814,0.2166061331654218
mendeley_tan,PctNullSelfRedirectHyperlinks,0.7353333333333333,,,0.7800554016620499,0.2341867873312832
mendeley_tan,ExtMetaScriptLinkRT,0.7306666666666667,,,0.7548543689320388,0.1217853502396473
mendeley_tan,NumNumericChars,0.7226666666666667,,,0.7409713574097135,0.1245147404157263
mendeley_tan,FrequentDomainNameMismatch,0.6986666666666667,,,0.5830258302583026,0.1318419695965218
mendeley_tan,NumDash,0.6693333333333333,,,0.7259668508287292,0.1132495764307262
mendeley_tan,SubmitInfoToEmail,0.6346666666666667,,,0.7295162882527148,0.077231458698451
mendeley_tan,InsecureForms,0.6246666666666667,,,0.7189216175736396,0.0586641863473267
mendeley_tan,PathLevel,0.6233333333333333,,,0.6686217008797654,0.0628910137177032
mendeley_tan,IframeOrFrame,0.62,,,0.6750285062713797,0.0355050630909328
mendeley_tan,UrlLength,0.6173333333333333,,,0.6550480769230769,0.0419254325406448
mendeley_tan,NumDots,0.6153333333333333,,,0.5612167300380229,0.0611992759683925
mendeley_tan,PathLength,0.604,,,0.6925465838509317,0.0546984906819405
uci379_website_phishing,SFH,0.8325123152709359,,,0.8583333333333333,0.2562112801883558
uci379_website_phishing,SSLfinal_State,0.7881773399014779,,,0.8138528138528138,0.1673532319129793
uci379_website_phishing,popUpWindow,0.7438423645320197,,,0.7886178861788617,0.1469565851250001
uci379_website_phishing,URL_Length,0.6157635467980296,,,0.7045454545454546,0.0175734580203541
uci379_website_phishing,web_traffic,0.6059113300492611,,,0.6923076923076923,0.0371275650453013
uci379_website_phishing,having_IP_Address,0.5960591133004927,,,0.7469135802469136,0.0
uci379_website_phishing,Request_URL,0.5911330049261084,,,0.6556016597510373,0.0467234326648795
uci379_website_phishing,age_of_domain,0.5862068965517241,,,0.6585365853658537,0.0
uci379_website_phishing,URL_of_Anchor,0.5763546798029556,,,0.6293103448275862,0.0406746833848628
uci379_website_phishing__suspicious_dropped,SFH,0.8776595744680851,,,0.8959276018099548,0.347106157184478
uci379_website_phishing__suspicious_dropped,SSLfinal_State,0.8351063829787234,,,0.8544600938967136,0.158212415188756
uci379_website_phishing__suspicious_dropped,popUpWindow,0.75,,,0.7873303167420814,0.1731931852559332
uci379_website_phishing__suspicious_dropped,URL_of_Anchor,0.6276595744680851,,,0.6788990825688074,0.0638068842395207
uci379_website_phishing__suspicious_dropped,Request_URL,0.5957446808510638,,,0.5064935064935064,0.0496499056762813
uci379_website_phishing__suspicious_dropped,URL_Length,0.5797872340425532,,,0.6609442060085837,0.0105902350567534
uci379_website_phishing__suspicious_dropped,web_traffic,0.5691489361702128,,,0.6462882096069869,0.0622995873948881
uci379_website_phishing__suspicious_dropped,age_of_domain,0.5691489361702128,,,0.6301369863013698,0.0527353726561756
uci379_website_phishing__suspicious_dropped,having_IP_Address,0.5638297872340425,,,0.7210884353741497,0.0
