config,dataset,model,seed,dedup,n_features,fit_seconds,n_train,n_test,accuracy,precision,recall,f1,mcc,roc_auc
uci_dedup,uci,ensemble,45,True,30,0.53,4093,878,0.9578587699316629,0.956140350877193,0.9624724061810155,0.9592959295929593,0.915634759949778,0.9910141540059731
uci_dedup,uci,rf,46,True,30,0.12,4093,878,0.958997722095672,0.9582417582417583,0.9624724061810155,0.960352422907489,0.917909567239764,0.9933593039864953
uci_dedup,uci,xgb,46,True,30,0.15,4093,878,0.9510250569476082,0.9495614035087719,0.9558498896247241,0.9526952695269527,0.9019501142523897,0.9942786651084274
uci_dedup,uci,lgbm,46,True,30,0.24,4093,878,0.94874715261959,0.9396551724137931,0.9624724061810155,0.95092693565976,0.8975906535224477,0.9939150759641605
uci_dedup,uci,ensemble,46,True,30,0.52,4093,878,0.94874715261959,0.9434782608695652,0.9580573951434879,0.9507119386637459,0.89745213808535,0.9940812881443968
phiusiil_full,phiusiil,rf,42,True,50,13.55,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,xgb,42,True,50,1.7,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
phiusiil_full,phiusiil,lgbm,42,True,50,0.62,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,ensemble,42,True,50,17.1,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,rf,43,True,50,11.58,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,xgb,43,True,50,1.42,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,lgbm,43,True,50,0.56,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,ensemble,43,True,50,16.61,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,rf,44,True,50,13.28,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,xgb,44,True,50,1.63,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,lgbm,44,True,50,0.57,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,ensemble,44,True,50,16.94,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,rf,45,True,50,12.29,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,xgb,45,True,50,1.55,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0000000000000002
phiusiil_full,phiusiil,lgbm,45,True,50,0.64,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,ensemble,45,True,50,17.92,164490,35249,1.0,1.0,1.0,1.0,1.0,1.0
phiusiil_full,phiusiil,rf,46,True,50,12.4,164490,35249,0.9999716304008625,1.0,0.9999334265361827,0.999966712160048,0.9999419962409097,1.0
phiusiil_full,phiusiil,xgb,46,True,50,1.48,164490,35249,0.9999716304008625,1.0,0.9999334265361827,0.999966712160048,0.9999419962409097,0.999999996708846
phiusiil_full,phiusiil,lgbm,46,True,50,0.56,164490,35249,0.9999716304008625,1.0,0.9999334265361827,0.999966712160048,0.9999419962409097,0.9999999802530758
phiusiil_full,phiusiil,ensemble,46,True,50,16.9,164490,35249,0.9999716304008625,1.0,0.9999334265361827,0.999966712160048,0.9999419962409097,1.0
phiusiil_leakfree,phiusiil,rf,42,True,36,9.13,164490,35249,0.9898720531078896,0.9888,0.987417615338526,0.9881083241730788,0.9792892348712579,0.9990852813312039
phiusiil_leakfree,phiusiil,xgb,42,True,36,1.29,164490,35249,0.9928792306164714,0.9923333333333333,0.9909460089208442,0.9916391859032011,0.985438870087562,0.9997186589884832
phiusiil_leakfree,phiusiil,lgbm,42,True,36,0.92,164490,35249,0.9927373826207836,0.992725088433558,0.9902137008188536,0.9914678042927609,0.9851482924172184,0.9997017885329006
phiusiil_leakfree,phiusiil,ensemble,42,True,36,14.39,164490,35249,0.992709013021646,0.9914780292942743,0.9914120231675654,0.9914450251323191,0.985092603241004,0.9996395758481793
phiusiil_leakfree,phiusiil,rf,43,True,36,8.19,164490,35249,0.989389769922551,0.9891137380618447,0.9859529991345449,0.9875308395012335,0.9783010197372229,0.9991892966088989
phiusiil_leakfree,phiusiil,xgb,43,True,36,1.21,164490,35249,0.9931345570087095,0.9926661777451831,0.9912123027761135,0.9919387075283145,0.9859609599665912,0.9997368607158732
phiusiil_leakfree,phiusiil,lgbm,43,True,36,1.4,164490,35249,0.9925387954268207,0.991802186083711,0.9906797150655748,0.9912406328059951,0.9847429560706978,0.9996832050316428
phiusiil_leakfree,phiusiil,ensemble,43,True,36,13.59,164490,35249,0.9924820562285455,0.9916044776119403,0.9907462885293922,0.9911751973092677,0.9846272573495295,0.9996864287170197
phiusiil_leakfree,phiusiil,rf,44,True,36,8.2,164490,35249,0.9891060739311753,0.9876724195375491,0.9867518807003528,0.9872119355268416,0.9777237515728404,0.999092752250863
phiusiil_leakfree,phiusiil,xgb,44,True,36,1.21,164490,35249,0.9930494482112968,0.9913540835328545,0.9923440516610079,0.9918488205742423,0.9857909879908324,0.9997758000048367
phiusiil_leakfree,phiusiil,lgbm,44,True,36,1.05,164490,35249,0.9924536866294079,0.9906231296136198,0.9916783170228347,0.9911504424778761,0.9845732237372572,0.9997370960333867
phiusiil_leakfree,phiusiil,ensemble,44,True,36,14.03,164490,35249,0.9925387954268207,0.9904945493219889,0.9920111843419213,0.9912522867121237,0.9847485815248805,0.9996945035634445
phiusiil_leakfree,phiusiil,rf,45,True,36,9.76,164490,35249,0.9888507475389373,0.9876,0.9862192929898143,0.9869091635854902,0.9772006795147772,0.9989811969392741
phiusiil_leakfree,phiusiil,xgb,45,True,36,1.46,164490,35249,0.9928792306164714,0.9916123019571296,0.9916783170228347,0.9916453083913058,0.9854408853916649,0.9997431106173853
phiusiil_leakfree,phiusiil,lgbm,45,True,36,1.68,164490,35249,0.9929927090130216,0.9916799787007454,0.9918780374142867,0.9917789981694125,0.9856731619636326,0.9997429098569891
phiusiil_leakfree,phiusiil,ensemble,45,True,36,13.02,164490,35249,0.9923402082328576,0.9904901243599122,0.9915451700952,0.9910173664249118,0.9843412356649207,0.9996531716054974
phiusiil_leakfree,phiusiil,rf,46,True,36,8.96,164490,35249,0.989645096314789,0.9897740943724102,0.9858864256707276,0.9878264349798219,0.9788232245160963,0.9991735105885707
phiusiil_leakfree,phiusiil,xgb,46,True,36,1.67,164490,35249,0.9939572753836988,0.9947874899759422,0.9910125823846615,0.992896448224112,0.9876443131491816,0.9997008143513062
phiusiil_leakfree,phiusiil,lgbm,46,True,36,1.61,164490,35249,0.9935884705949105,0.9942540255228168,0.9906797150655748,0.9924636521275176,0.9868896599237612,0.9996966559781832
phiusiil_leakfree,phiusiil,ensemble,46,True,36,15.0,164490,35249,0.9934749921983602,0.9931977325775259,0.9914785966313827,0.9923374200426439,0.9866570125455422,0.9996410815511504
