config,dataset,model,seed,dedup,n_features,fit_seconds,n_train,n_test,accuracy,precision,recall,f1,mcc,roc_auc
phiusiil_leakfree,phiusiil,rf,44,True,36,8.48,164490,35249,0.9891060739311753,0.9876724195375491,0.9867518807003528,0.9872119355268416,0.9777237515728404,0.999092752250863
phiusiil_leakfree,phiusiil,xgb,44,True,36,1.63,164490,35249,0.9930494482112968,0.9913540835328545,0.9923440516610079,0.9918488205742423,0.9857909879908324,0.9997758000048367
phiusiil_leakfree,phiusiil,lgbm,44,True,36,0.98,164490,35249,0.9924536866294079,0.9906231296136198,0.9916783170228347,0.9911504424778761,0.9845732237372572,0.9997370960333867
phiusiil_leakfree,phiusiil,ensemble,44,True,36,14.62,164490,35249,0.9925387954268207,0.9904945493219889,0.9920111843419213,0.9912522867121237,0.9847485815248805,0.9996945035634445
phiusiil_leakfree,phiusiil,rf,45,True,36,8.33,164490,35249,0.9888507475389373,0.9876,0.9862192929898143,0.9869091635854902,0.9772006795147772,0.9989811969392741
phiusiil_leakfree,phiusiil,xgb,45,True,36,1.33,164490,35249,0.9928792306164714,0.9916123019571296,0.9916783170228347,0.9916453083913058,0.9854408853916649,0.9997431106173853
phiusiil_leakfree,phiusiil,lgbm,45,True,36,1.67,164490,35249,0.9929927090130216,0.9916799787007454,0.9918780374142867,0.9917789981694125,0.9856731619636326,0.9997429098569891
phiusiil_leakfree,phiusiil,ensemble,45,True,36,14.02,164490,35249,0.9923402082328576,0.9904901243599122,0.9915451700952,0.9910173664249118,0.9843412356649207,0.9996531716054974
phiusiil_leakfree,phiusiil,rf,46,True,36,8.66,164490,35249,0.989645096314789,0.9897740943724102,0.9858864256707276,0.9878264349798219,0.9788232245160963,0.9991735105885708
phiusiil_leakfree,phiusiil,xgb,46,True,36,1.66,164490,35249,0.9939572753836988,0.9947874899759422,0.9910125823846615,0.992896448224112,0.9876443131491816,0.9997008143513062
phiusiil_leakfree,phiusiil,lgbm,46,True,36,0.89,164490,35249,0.9935884705949105,0.9942540255228168,0.9906797150655748,0.9924636521275176,0.9868896599237612,0.9996966559781832
phiusiil_leakfree,phiusiil,ensemble,46,True,36,13.1,164490,35249,0.9934749921983602,0.9931977325775259,0.9914785966313827,0.9923374200426439,0.9866570125455422,0.9996410815511504
